size,clauses,time_lumping,kappa,time_iteration,memory (MB),formula
5,15,0.0034456253051757812,1,3.933906555175781e-05,0.03257274627685547,[(-x_1 v -x_3) ^ (-x_1 v -x_4 v x_3) ^ (x_3 v -x_4) ^ (x_3 v x_1) ^ (-x_1 v x_4 v -x_3) ^ (-x_4 v x_2 v -x_3) ^ (-x_1 v x_4 v x_2) ^ (-x_1 v x_2) ^ (-x_1 v -x_0) ^ (x_1 v -x_2 v -x_0) ^ (-x_0 v x_4 v -x_3) ^ (x_3 v x_1 v x_2) ^ (-x_4 v x_2) ^ (x_4 v x_2) ^ (-x_1 v -x_2 v -x_0)]
5,13,0.0039975643157958984,6,0.0001277923583984375,0.01670074462890625,[(x_2 v -x_3) ^ (x_0 v x_1 v -x_2) ^ (x_1 v -x_4 v -x_2) ^ (x_0 v x_4 v -x_3) ^ (-x_1 v x_4 v -x_3) ^ (x_3 v x_1) ^ (x_1 v -x_4 v x_2) ^ (x_3) ^ (-x_1 v -x_3 v x_0) ^ (-x_0 v x_4 v -x_3) ^ (x_0 v -x_1 v -x_4) ^ (x_1 v x_4) ^ (x_0 v x_1 v x_4)]
5,15,0.004484415054321289,1,5.030632019042969e-05,0.03316020965576172,[(-x_1 v x_3 v x_2) ^ (x_0 v x_4) ^ (x_0 v -x_3) ^ (-x_1 v -x_4 v -x_2) ^ (-x_1 v -x_2 v -x_3) ^ (-x_0 v -x_2 v x_4) ^ (x_1 v -x_4 v -x_3) ^ (x_0 v x_1 v x_2) ^ (x_1 v -x_4 v x_2) ^ (-x_1 v x_3) ^ (x_4 v x_2 v -x_0) ^ (x_0 v x_2) ^ (-x_4 v -x_3) ^ (x_4 v -x_3) ^ (-x_2 v -x_3)]
5,15,0.003918170928955078,6,0.0002415180206298828,0.0147857666015625,[(x_4 v x_2 v -x_3) ^ (x_2 v -x_0) ^ (x_3 v -x_1 v x_2) ^ (x_1 v x_2 v -x_0) ^ (x_3 v x_2 v -x_0) ^ (x_3 v -x_4 v x_2) ^ (-x_4 v -x_2) ^ (x_0 v -x_1 v -x_3) ^ (-x_4 v x_2 v -x_3) ^ (-x_0 v -x_2 v -x_3) ^ (-x_1 v x_4 v x_0) ^ (-x_1 v -x_4 v -x_3) ^ (x_3 v x_1 v x_4) ^ (x_3 v x_4) ^ (x_0 v x_1 v x_4)]
5,14,0.0047473907470703125,1,4.291534423828125e-05,0.03269481658935547,[(-x_1 v -x_3) ^ (-x_1 v x_0) ^ (x_2 v -x_0) ^ (x_3 v x_1 v -x_4) ^ (-x_0 v -x_2 v x_4) ^ (-x_1 v x_4 v -x_3) ^ (x_4 v -x_0) ^ (x_0 v x_2) ^ (-x_1 v x_4 v x_2) ^ (-x_1 v x_3) ^ (-x_1 v -x_4 v -x_3) ^ (-x_1 v -x_0) ^ (x_0 v x_3) ^ (-x_4 v x_2)]
5,14,0.0032618045806884766,6,5.9604644775390625e-05,0.017669677734375,[(-x_1 v -x_3) ^ (x_4 v x_2 v -x_3) ^ (x_2 v -x_0) ^ (x_1 v -x_4 v -x_2) ^ (x_0 v -x_3) ^ (x_3 v -x_4) ^ (x_1 v x_4 v -x_0) ^ (-x_4 v x_2 v -x_3) ^ (x_0 v x_4 v -x_2) ^ (x_0 v x_2) ^ (-x_1 v -x_4 v x_2) ^ (-x_1 v x_0 v -x_3) ^ (x_4 v x_2) ^ (x_1 v x_4)]
5,7,0.002267122268676758,1,0.00012731552124023438,0.0260772705078125,[(x_0 v x_4 v x_2) ^ (x_0 v x_1 v -x_4) ^ (x_3 v x_1 v x_0) ^ (-x_1 v x_4 v x_0) ^ (-x_1 v -x_4 v -x_3) ^ (-x_4 v -x_2 v -x_3) ^ (x_3 v x_1 v -x_0)]
5,15,0.0036869049072265625,6,6.389617919921875e-05,0.01832866668701172,[(-x_1 v -x_3) ^ (x_1 v x_4 v x_2) ^ (-x_1 v x_4) ^ (x_1 v -x_4 v -x_2) ^ (x_0 v x_4) ^ (x_1 v -x_3) ^ (-x_4 v -x_0) ^ (-x_2 v -x_3 v -x_0) ^ (x_3 v x_1 v x_0) ^ (x_3 v -x_4 v -x_0) ^ (x_0 v x_1 v x_2) ^ (x_1 v -x_2 v -x_0) ^ (x_1 v -x_0) ^ (-x_3 v -x_0) ^ (-x_0 v -x_4 v -x_3)]
5,12,0.004004716873168945,1,4.649162292480469e-05,0.02906322479248047,[(x_1 v x_4 v x_2) ^ (x_3 v x_1 v x_4) ^ (x_0 v x_4 v -x_3) ^ (x_3 v x_2 v -x_0) ^ (-x_1 v -x_2 v x_0) ^ (x_0 v -x_4 v -x_2) ^ (x_0 v x_1 v x_2) ^ (-x_1 v x_4 v x_2) ^ (-x_1 v -x_4 v x_2) ^ (x_3 v x_1 v -x_0) ^ (-x_2 v -x_3) ^ (x_0 v x_1 v x_4)]
5,6,0.0017998218536376953,6,0.00018072128295898438,0.01445770263671875,[(x_3 v -x_2 v x_4) ^ (x_3 v x_4 v -x_2) ^ (x_3 v x_1 v x_0) ^ (x_1 v -x_4) ^ (-x_4 v -x_2 v -x_3) ^ (x_3 v x_4)]
5,5,0.002234935760498047,1,0.00013017654418945312,0.02722930908203125,[(x_2 v -x_0) ^ (-x_4 v -x_0) ^ (-x_1 v -x_4 v -x_2) ^ (x_3 v x_1 v -x_0) ^ (x_0 v -x_2 v x_3)]
5,9,0.002382040023803711,6,7.05718994140625e-05,0.014796257019042969,[(x_4 v x_2 v -x_3) ^ (x_3 v -x_0) ^ (-x_4 v -x_0) ^ (-x_0 v -x_4 v -x_3) ^ (x_0 v -x_2 v -x_3) ^ (x_1 v -x_4) ^ (x_0 v x_4 v -x_2) ^ (x_1 v -x_0) ^ (x_3 v x_4 v -x_0)]
5,9,0.002667665481567383,1,6.866455078125e-05,0.0295257568359375,[(-x_1 v x_4) ^ (x_1 v -x_4 v -x_2) ^ (x_1 v -x_3) ^ (-x_4 v -x_0) ^ (x_0 v -x_1 v -x_3) ^ (x_0 v -x_4 v -x_3) ^ (x_4 v x_2 v -x_0) ^ (x_0 v -x_4) ^ (x_3 v -x_2 v -x_0)]
5,11,0.002794504165649414,6,6.413459777832031e-05,0.014498710632324219,[(x_3 v -x_2) ^ (x_0 v -x_4 v -x_2) ^ (-x_4 v -x_2 v -x_0) ^ (x_1 v x_2) ^ (-x_1 v x_4 v x_2) ^ (-x_1 v -x_4 v x_2) ^ (x_1 v -x_4 v x_2) ^ (x_0 v -x_4 v x_2) ^ (x_3 v x_1 v x_2) ^ (x_4 v x_2) ^ (x_0 v -x_1 v x_2)]
5,8,0.003915548324584961,1,4.506111145019531e-05,0.02935791015625,[(x_0 v x_4) ^ (-x_1 v -x_2 v -x_3) ^ (-x_2 v -x_3 v -x_0) ^ (x_1 v x_4 v -x_0) ^ (x_0 v x_4 v x_3) ^ (x_1 v -x_0) ^ (-x_0 v x_4 v -x_3) ^ (-x_1 v x_4 v -x_0)]
5,9,0.0023665428161621094,6,6.461143493652344e-05,0.014788627624511719,[(x_4 v x_2 v -x_3) ^ (x_0 v -x_4 v x_2) ^ (x_3 v -x_2 v x_0) ^ (-x_1 v -x_3 v -x_0) ^ (x_0 v -x_1) ^ (x_3 v -x_4 v x_2) ^ (-x_1 v x_2) ^ (x_4 v -x_0) ^ (x_3 v x_1 v x_4)]
5,14,0.004730701446533203,1,9.632110595703125e-05,0.03293895721435547,[(x_3 v -x_1) ^ (x_3 v x_4 v -x_0) ^ (x_1 v x_4 v x_2) ^ (x_0 v -x_1 v x_4) ^ (-x_1 v -x_4 v -x_2) ^ (-x_1 v -x_2 v -x_3) ^ (x_3 v -x_4) ^ (-x_0 v -x_2 v x_4) ^ (x_4 v -x_0) ^ (x_1 v x_2) ^ (-x_4 v x_2 v -x_3) ^ (x_4 v x_2 v -x_0) ^ (x_3 v x_4) ^ (-x_0 v -x_4 v -x_3)]
5,14,0.0048525333404541016,6,0.0001201629638671875,0.01450347900390625,[(x_4 v x_2 v -x_3) ^ (x_1 v -x_4 v -x_2) ^ (x_0 v x_4) ^ (x_1 v -x_3) ^ (x_0 v -x_1) ^ (-x_0 v x_2 v -x_3) ^ (-x_0 v -x_2 v x_4) ^ (x_3 v -x_4 v -x_0) ^ (-x_1 v x_4 v -x_3) ^ (x_0 v x_1) ^ (-x_2 v -x_3) ^ (x_3 v -x_1 v -x_4) ^ (x_3 v x_4 v -x_0) ^ (x_1 v x_4 v -x_3)]
5,6,0.0018010139465332031,1,0.00012755393981933594,0.02581024169921875,[(-x_1 v -x_4 v x_3) ^ (x_0 v -x_2) ^ (x_3 v x_1 v -x_2) ^ (-x_1 v x_2) ^ (x_3 v x_1 v x_2) ^ (x_3 v x_4 v -x_0)]
5,10,0.0030057430267333984,6,6.008148193359375e-05,0.013087272644042969,[(x_4 v x_2 v -x_3) ^ (x_3 v -x_1 v x_2) ^ (x_1 v -x_4 v -x_2) ^ (x_0 v x_1 v -x_4) ^ (-x_0 v -x_2 v x_4) ^ (x_0 v -x_1 v -x_2) ^ (-x_4 v x_2 v -x_3) ^ (x_4 v -x_3) ^ (x_0 v -x_1 v x_2) ^ (x_1 v x_4 v -x_3)]
5,13,0.0035772323608398438,1,4.410743713378906e-05,0.03113842010498047,[(x_3 v -x_1) ^ (x_0 v -x_1 v x_4) ^ (x_3 v -x_4) ^ (-x_0 v x_1 v -x_3) ^ (x_1 v -x_4) ^ (x_3 v x_0) ^ (x_1 v x_2) ^ (x_0 v x_2) ^ (-x_1 v -x_4 v -x_3) ^ (x_3 v x_1 v x_4) ^ (x_4 v -x_3) ^ (x_1 v x_4) ^ (-x_4)]
5,12,0.0037593841552734375,6,7.05718994140625e-05,0.01670074462890625,[(x_3 v -x_0) ^ (x_1 v -x_2) ^ (x_2 v -x_3 v -x_0) ^ (-x_1 v x_4 v x_3) ^ (x_0 v -x_1 v -x_2) ^ (x_3 v -x_2 v -x_0) ^ (x_3 v x_1 v -x_0) ^ (-x_1 v x_2 v -x_0) ^ (x_0 v x_3) ^ (x_3 v x_1 v x_2) ^ (x_3 v -x_1 v -x_4) ^ (x_3 v x_4 v -x_0)]
5,7,0.002132892608642578,1,0.00019884109497070312,0.0280609130859375,[(x_3 v x_1 v -x_2) ^ (-x_1 v x_2 v -x_3) ^ (x_0 v x_4 v -x_3) ^ (-x_1 v -x_4 v -x_2) ^ (-x_0 v -x_2 v x_4) ^ (-x_1 v x_2) ^ (x_3 v x_1 v x_2)]
5,12,0.0029642581939697266,6,5.53131103515625e-05,0.014948844909667969,[(x_2 v -x_3) ^ (x_3 v x_1 v -x_2) ^ (-x_1 v -x_2 v -x_3) ^ (x_3 v -x_4) ^ (x_3 v -x_4 v -x_0) ^ (-x_4 v x_2 v -x_3) ^ (x_1 v x_2) ^ (-x_1 v x_4 v x_0) ^ (-x_2 v -x_3 v x_4) ^ (-x_1 v -x_4 v x_2) ^ (x_3 v x_1 v x_2) ^ (-x_1 v x_4 v -x_0)]
5,11,0.0031244754791259766,1,5.507469177246094e-05,0.02950286865234375,[(x_3 v x_4 v x_2) ^ (x_4 v x_2 v -x_3) ^ (-x_1 v x_4) ^ (x_1 v -x_3 v -x_0) ^ (x_3 v x_1 v -x_2) ^ (-x_4 v x_2 v -x_0) ^ (x_3 v -x_4) ^ (-x_0 v x_2 v -x_3) ^ (x_1 v -x_4) ^ (x_3 v x_1 v x_2) ^ (-x_1 v -x_2 v x_4)]
5,7,0.0017063617706298828,6,5.507469177246094e-05,0.012309074401855469,[(x_1 v -x_2 v -x_3) ^ (-x_2 v -x_3 v -x_0) ^ (x_0 v -x_2 v -x_3) ^ (-x_1 v -x_4) ^ (x_0 v x_3 v x_2) ^ (-x_4 v -x_3 v -x_0) ^ (x_0 v x_1 v -x_3)]
5,14,0.004591226577758789,1,4.5299530029296875e-05,0.03101634979248047,[(-x_1 v x_3 v -x_0) ^ (x_1 v -x_2) ^ (x_0 v x_1 v -x_2) ^ (x_3 v x_1 v -x_4) ^ (-x_4 v -x_2) ^ (x_3 v -x_4) ^ (x_0 v -x_2 v -x_3) ^ (x_4 v -x_0) ^ (-x_1 v x_2) ^ (-x_1 v x_4 v x_2) ^ (x_4 v x_2 v -x_0) ^ (x_4 v -x_3) ^ (x_0 v -x_1 v -x_4) ^ (x_0 v -x_1 v x_2)]
5,14,0.003192424774169922,6,6.532669067382812e-05,0.0161895751953125,[(x_3 v -x_1) ^ (x_3 v -x_4 v x_2) ^ (x_3 v -x_1 v x_4) ^ (x_3 v x_1 v x_0) ^ (-x_0 v -x_2 v x_4) ^ (x_1 v -x_4) ^ (-x_0 v x_1 v -x_3) ^ (x_0 v x_2 v -x_3) ^ (x_3 v -x_1 v -x_2) ^ (-x_1 v x_3 v x_0) ^ (-x_1 v -x_4 v x_2) ^ (-x_1 v -x_2 v x_3) ^ (-x_4 v -x_3 v -x_0) ^ (x_0 v x_1 v -x_3)]
5,14,0.005545616149902344,1,5.173683166503906e-05,0.03162670135498047,[(-x_1 v x_0) ^ (x_1 v -x_4 v -x_2) ^ (x_1 v -x_0) ^ (x_0 v -x_2 v x_4) ^ (-x_4 v -x_2 v -x_0) ^ (x_3 v x_2) ^ (x_4 v -x_0) ^ (x_3 v -x_4 v -x_0) ^ (-x_3 v -x_0) ^ (-x_1 v x_2 v -x_0) ^ (-x_4 v -x_2 v -x_3) ^ (x_3 v x_1 v x_4) ^ (x_3 v x_4) ^ (x_1 v x_4 v -x_3)]
5,13,0.003045320510864258,6,0.00022125244140625,0.01718902587890625,[(-x_1 v x_4) ^ (-x_2 v -x_0) ^ (x_0 v x_4 v -x_3) ^ (x_1 v -x_2 v -x_3) ^ (x_0 v x_4 v x_2) ^ (-x_1 v -x_2 v -x_3) ^ (-x_0 v x_1 v -x_3) ^ (x_3 v x_1) ^ (x_0 v x_1 v x_2) ^ (-x_2 v -x_3 v x_4) ^ (x_3 v -x_2 v -x_0) ^ (x_3 v x_4) ^ (-x_1 v x_4 v x_3)]
5,7,0.002594470977783203,1,0.0001068115234375,0.02747344970703125,[(x_1 v x_4 v x_2) ^ (x_3 v -x_0) ^ (-x_1 v x_0) ^ (-x_1 v x_2) ^ (x_1 v -x_4 v x_2) ^ (x_0 v x_4 v x_3) ^ (-x_1 v -x_2 v x_3)]
5,13,0.0035114288330078125,6,6.818771362304688e-05,0.01677989959716797,[(x_3 v x_4 v x_2) ^ (x_1 v -x_4 v -x_0) ^ (-x_2 v x_4) ^ (-x_0 v -x_3) ^ (x_2 v -x_0) ^ (x_0 v -x_1) ^ (-x_4 v -x_2) ^ (-x_1 v x_4 v -x_3) ^ (-x_1 v x_2) ^ (x_3 v x_1) ^ (-x_2 v -x_3 v x_4) ^ (x_4 v x_2) ^ (x_3 v x_2 v x_0)]
5,6,0.0018529891967773438,1,0.0001354217529296875,0.0296478271484375,[(x_1 v -x_3) ^ (x_3 v x_1) ^ (-x_4 v x_2 v -x_3) ^ (x_1 v -x_4 v x_2) ^ (x_3 v x_1 v x_4) ^ (-x_4 v -x_3 v -x_0)]
5,13,0.003113985061645508,6,6.723403930664062e-05,0.01633739471435547,[(x_4 v x_2 v -x_3) ^ (x_3 v -x_2) ^ (-x_1 v -x_4 v -x_0) ^ (x_1 v -x_3) ^ (-x_1 v -x_4 v -x_2) ^ (x_0 v x_4 v -x_2) ^ (-x_2 v -x_3 v x_4) ^ (-x_1 v x_3) ^ (x_4 v x_2 v -x_0) ^ (-x_4 v -x_2 v -x_3) ^ (x_0 v -x_1 v -x_4) ^ (x_3 v -x_1 v -x_2) ^ (-x_4 v -x_3 v -x_0)]
5,14,0.004435539245605469,1,4.410743713378906e-05,0.03162670135498047,[(x_4 v x_2 v -x_3) ^ (-x_2 v x_4) ^ (-x_1 v -x_2) ^ (-x_1 v x_2 v -x_3) ^ (x_3 v x_2 v -x_0) ^ (-x_0 v x_2 v -x_3) ^ (x_1 v x_4 v -x_0) ^ (x_4 v -x_0) ^ (x_0 v x_1 v x_2) ^ (x_0 v x_2 v -x_3) ^ (x_1 v -x_0) ^ (-x_4 v x_2) ^ (x_3 v -x_4 v -x_2) ^ (-x_1 v -x_0 v -x_3)]
5,13,0.004020214080810547,6,0.00011754035949707031,0.01633453369140625,[(x_3 v -x_2) ^ (x_2 v -x_0) ^ (x_0 v x_4 v -x_3) ^ (x_3 v x_1 v -x_4) ^ (-x_1 v -x_2 v -x_3) ^ (x_1 v x_4 v -x_0) ^ (x_1 v -x_4) ^ (x_0 v -x_1 v -x_3) ^ (x_3 v x_1 v x_0) ^ (x_0 v x_2 v -x_3) ^ (-x_1 v -x_0) ^ (-x_4 v -x_2 v -x_3) ^ (x_3 v -x_4 v x_0)]
5,13,0.0036573410034179688,1,5.8650970458984375e-05,0.02725505828857422,[(x_3 v x_4 v x_2) ^ (x_3 v -x_2) ^ (-x_1 v x_4) ^ (x_0 v x_4) ^ (x_0 v x_1 v -x_4) ^ (-x_1 v -x_4 v -x_2) ^ (x_3 v -x_4 v x_2) ^ (x_1 v x_4 v -x_0) ^ (x_0 v -x_1 v -x_3) ^ (x_0 v x_2) ^ (-x_1 v x_4 v x_2) ^ (x_1 v -x_2 v x_4) ^ (-x_4 v -x_3)]
5,13,0.003129243850708008,6,0.00010180473327636719,0.0127410888671875,[(-x_1 v -x_2) ^ (x_1 v x_2 v -x_0) ^ (x_2 v -x_0) ^ (x_1 v -x_3) ^ (-x_1 v -x_3 v -x_0) ^ (x_3 v x_4 v -x_2) ^ (-x_1) ^ (x_3 v x_2) ^ (x_3 v x_0) ^ (x_0 v x_2) ^ (x_4 v -x_3 v -x_0) ^ (x_0 v -x_4 v -x_3) ^ (x_3 v x_1 v -x_0)]
5,9,0.0027229785919189453,1,5.555152893066406e-05,0.0265960693359375,[(-x_1 v x_4 v -x_0) ^ (x_3 v x_4 v -x_0) ^ (x_3 v -x_1 v x_4) ^ (x_3 v x_1 v x_0) ^ (x_1 v -x_2 v x_4) ^ (x_3 v x_1 v x_4) ^ (x_3 v -x_1 v x_0) ^ (x_3 v -x_4 v x_0) ^ (-x_1 v -x_0 v -x_3)]
5,12,0.003322124481201172,6,0.00010824203491210938,0.014925956726074219,[(-x_1 v x_3 v -x_0) ^ (x_1 v x_2 v -x_0) ^ (x_0 v x_4) ^ (x_0 v -x_1) ^ (x_1 v -x_2 v -x_3) ^ (x_2 v -x_3 v -x_0) ^ (x_0 v -x_4 v x_3) ^ (x_0 v -x_1 v -x_2) ^ (-x_1 v x_2 v x_3) ^ (x_0 v x_1) ^ (x_4 v -x_3 v -x_0) ^ (x_3 v x_4)]
5,14,0.004055500030517578,1,8.845329284667969e-05,0.03003978729248047,[(-x_1 v -x_3) ^ (x_3 v -x_1) ^ (-x_1 v x_4) ^ (x_2 v -x_3) ^ (x_0 v -x_2 v x_4) ^ (x_3 v x_1 v -x_4) ^ (-x_4 v -x_2 v -x_0) ^ (-x_2 v x_4 v -x_3) ^ (x_0 v x_1 v x_3) ^ (x_0 v x_2) ^ (x_1 v -x_2 v x_4) ^ (x_0 v x_1) ^ (x_3 v -x_2 v -x_0) ^ (x_1 v x_4)]
5,14,0.0033202171325683594,6,5.698204040527344e-05,0.01476287841796875,[(x_4 v x_2 v -x_3) ^ (x_1 v x_2 v -x_0) ^ (x_1 v -x_2) ^ (-x_1 v x_0) ^ (x_1 v -x_2 v -x_3) ^ (-x_2 v x_4 v -x_3) ^ (x_1 v -x_4) ^ (x_3 v x_1 v x_0) ^ (x_3 v -x_4 v -x_0) ^ (-x_1 v x_3) ^ (x_1 v x_2 v -x_3) ^ (-x_1 v x_2 v -x_0) ^ (x_4 v x_2 v -x_0) ^ (x_3 v -x_4 v -x_2)]
5,12,0.0037648677825927734,1,0.00019073486328125,0.03026103973388672,[(x_4 v x_2 v -x_3) ^ (-x_1 v -x_2) ^ (x_2 v -x_0) ^ (x_1 v -x_2 v -x_3) ^ (-x_4 v -x_2) ^ (x_1 v x_4 v -x_0) ^ (-x_0 v x_1 v -x_3) ^ (-x_0 v -x_2 v -x_3) ^ (-x_1 v x_0 v -x_3) ^ (-x_1 v -x_2 v -x_0) ^ (x_0 v x_1 v -x_3) ^ (-x_1 v x_4 v -x_0)]
5,7,0.0019364356994628906,6,0.00020432472229003906,0.011810302734375,[(x_1 v x_2 v -x_0) ^ (x_0 v x_1 v -x_4) ^ (x_1 v -x_4) ^ (-x_1 v x_4 v -x_3) ^ (-x_1 v -x_4 v x_0) ^ (x_0 v x_1 v x_4) ^ (-x_1 v x_4 v -x_0)]
5,12,0.00490570068359375,1,0.00016045570373535156,0.03103923797607422,[(x_3 v x_4 v x_2) ^ (x_1 v -x_4 v -x_0) ^ (-x_1 v x_4) ^ (x_0 v x_4 v x_2) ^ (x_3 v -x_2 v x_0) ^ (x_0 v -x_1 v -x_2) ^ (x_1 v -x_4 v -x_3) ^ (x_0 v x_1 v x_3) ^ (x_1 v -x_2 v -x_0) ^ (x_3 v -x_1 v -x_2) ^ (x_0 v -x_2 v x_3) ^ (x_1 v x_4)]
5,9,0.002393484115600586,6,0.0002377033233642578,0.01447296142578125,[(-x_1 v -x_3) ^ (-x_1 v -x_4 v x_3) ^ (x_1 v -x_4 v -x_2) ^ (x_0 v -x_4 v x_3) ^ (-x_4 v -x_0) ^ (-x_1 v x_4 v -x_3) ^ (-x_1 v x_4 v x_0) ^ (-x_4 v -x_2 v -x_3) ^ (-x_2 v -x_3)]
5,13,0.0034911632537841797,1,4.076957702636719e-05,0.03067302703857422,[(x_3 v x_4 v x_2) ^ (x_3 v -x_2) ^ (x_3 v -x_0) ^ (x_1 v -x_2) ^ (-x_1 v -x_4 v -x_0) ^ (-x_1 v x_2 v x_0) ^ (-x_1 v -x_4 v -x_2) ^ (x_1 v -x_4 v -x_3) ^ (x_1 v x_2) ^ (-x_1 v -x_4 v x_0) ^ (x_1 v -x_0) ^ (x_3 v x_1 v -x_0) ^ (-x_4 v -x_3 v -x_0)]
5,5,0.0017108917236328125,6,6.556510925292969e-05,0.0142822265625,[(-x_1 v x_2 v -x_3) ^ (-x_1 v x_4 v -x_3) ^ (x_0 v x_2) ^ (-x_1 v x_4 v x_2) ^ (x_3 v -x_1 v -x_2)]
5,14,0.004188060760498047,1,7.915496826171875e-05,0.03001689910888672,[(x_1 v -x_0) ^ (x_0 v -x_1 v x_2) ^ (x_1 v -x_3) ^ (x_0 v -x_4 v -x_2) ^ (-x_4 v -x_2 v -x_0) ^ (-x_4 v x_2 v -x_3) ^ (-x_1 v -x_4 v x_0) ^ (-x_0 v -x_2 v -x_3) ^ (x_4 v x_2 v -x_0) ^ (x_3) ^ (-x_1 v -x_4 v -x_3) ^ (x_0 v x_1) ^ (-x_2 v -x_3) ^ (x_0 v x_1 v -x_2)]
5,15,0.004104137420654297,6,0.00016570091247558594,0.01647186279296875,[(x_3 v x_1 v -x_2) ^ (-x_1 v x_2 v -x_3) ^ (-x_4 v x_2 v -x_0) ^ (-x_1 v x_4 v -x_2) ^ (x_2 v -x_3 v -x_0) ^ (x_3 v x_4) ^ (-x_1 v -x_3 v -x_0) ^ (-x_1 v x_4 v -x_3) ^ (-x_4 v x_2 v -x_3) ^ (x_0 v -x_1 v -x_3) ^ (x_1 v -x_4 v x_2) ^ (-x_1 v x_2 v -x_0) ^ (-x_4 v -x_2 v -x_3) ^ (x_0 v -x_1 v -x_4) ^ (-x_1 v x_4 v -x_0)]
