size,edges,kappa,time_iteration,memory (MB),graph
8,10,16,0.3350658416748047,1.3152141571044922,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (2, 4), (0, 4), (2, 7), (1, 5), (0, 3), (1, 4), (1, 7), (2, 6), (0, 5)])"
9,5,1,0.0469965934753418,0.1402120590209961,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(2, 7), (5, 7), (6, 7), (8, 2), (1, 3)])"
9,6,23,0.2784757614135742,1.1453437805175781,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(8, 7), (3, 7), (1, 4), (0, 5), (1, 3), (3, 5)])"
10,13,1,0.06889796257019043,0.2097759246826172,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(1, 2), (8, 7), (9, 6), (9, 2), (1, 4), (6, 7), (0, 2), (8, 3), (0, 5), (2, 5), (9, 7), (3, 5), (9, 4)])"
10,20,32,1.2671840190887451,4.9864397048950195,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(3, 7), (8, 0), (8, 9), (8, 6), (1, 6), (0, 8), (1, 3), (4, 5), (8, 2), (9, 7), (9, 4), (0, 4), (2, 7), (1, 5), (8, 4), (8, 1), (9, 6), (0, 6), (2, 3), (1, 7)])"
11,19,1,0.07347917556762695,0.2558927536010742,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(3, 4), (4, 6), (9, 5), (8, 3), (1, 6), (2, 5), (1, 3), (8, 5), (9, 4), (9, 10), (1, 5), (9, 3), (8, 1), (8, 7), (0, 9), (1, 4), (2, 3), (1, 7), (2, 6)])"
11,17,46,1.6837129592895508,6.070514678955078,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(9, 10), (1, 2), (0, 10), (8, 1), (1, 5), (8, 7), (9, 6), (8, 10), (9, 2), (8, 0), (6, 7), (8, 3), (10, 6), (9, 1), (0, 8), (2, 5), (1, 9)])"
12,28,1,0.10119318962097168,0.3341398239135742,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(3, 4), (3, 7), (9, 2), (5, 7), (0, 5), (11, 5), (8, 6), (1, 6), (2, 5), (2, 11), (1, 3), (1, 9), (4, 5), (5, 6), (9, 1), (9, 7), (11, 4), (8, 11), (9, 4), (9, 10), (0, 10), (1, 11), (6, 7), (0, 3), (8, 10), (10, 7), (1, 4), (0, 6)])"
12,17,64,2.3709778785705566,8.500587463378906,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(0, 1), (11, 7), (9, 7), (10, 11), (0, 4), (3, 4), (2, 7), (8, 4), (8, 7), (4, 6), (10, 7), (2, 3), (0, 2), (2, 5), (1, 3), (2, 11), (8, 11)])"
13,25,1,0.11398458480834961,0.31123924255371094,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(12, 4), (4, 12), (9, 2), (8, 0), (9, 5), (0, 2), (8, 3), (0, 5), (8, 12), (0, 8), (4, 5), (12, 6), (10, 2), (10, 5), (0, 10), (1, 5), (1, 11), (2, 10), (12, 5), (4, 7), (3, 5), (9, 6), (8, 10), (10, 7), (2, 12)])"
13,21,91,4.507178783416748,14.482686996459961,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(12, 7), (4, 6), (9, 5), (10, 6), (8, 6), (8, 12), (9, 11), (12, 6), (3, 6), (9, 7), (0, 7), (11, 7), (1, 2), (1, 11), (8, 4), (8, 1), (9, 6), (0, 3), (9, 12), (11, 6), (2, 3)])"
14,28,1,0.10328435897827148,0.3334941864013672,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(12, 7), (3, 4), (9, 2), (8, 0), (3, 13), (8, 3), (0, 5), (9, 11), (0, 8), (2, 5), (12, 6), (3, 6), (3, 12), (10, 2), (10, 5), (10, 11), (2, 7), (2, 10), (3, 5), (9, 3), (8, 7), (0, 3), (8, 10), (10, 7), (10, 13), (0, 6), (0, 12), (11, 12)])"
14,31,128,18.876254558563232,29.57464027404785,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(3, 7), (12, 13), (8, 0), (0, 2), (8, 3), (8, 9), (0, 5), (10, 3), (0, 8), (1, 3), (2, 11), (0, 11), (4, 5), (3, 12), (11, 4), (8, 11), (2, 4), (0, 4), (13, 7), (1, 11), (6, 7), (8, 4), (0, 3), (8, 10), (10, 7), (1, 4), (11, 6), (0, 12), (8, 13), (9, 12), (11, 12)])"
15,39,1,0.11801409721374512,0.41358089447021484,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(12, 7), (3, 4), (4, 6), (12, 13), (9, 2), (8, 0), (5, 13), (9, 5), (8, 9), (0, 5), (8, 6), (1, 6), (0, 8), (9, 11), (1, 3), (13, 5), (2, 14), (3, 12), (8, 11), (10, 2), (9, 10), (11, 7), (2, 4), (1, 2), (10, 5), (0, 10), (9, 13), (1, 5), (1, 11), (10, 14), (2, 10), (6, 7), (4, 13), (8, 1), (9, 6), (9, 12), (11, 6), (2, 6), (2, 12)])"
15,43,182,15.51668381690979,58.00418472290039,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(3, 4), (4, 6), (9, 2), (9, 5), (8, 3), (8, 9), (10, 6), (0, 5), (10, 3), (9, 14), (2, 5), (1, 9), (3, 6), (4, 14), (8, 2), (9, 1), (9, 7), (8, 5), (8, 11), (9, 4), (9, 10), (11, 7), (10, 5), (10, 2), (0, 13), (2, 10), (11, 13), (1, 14), (6, 7), (4, 7), (3, 5), (3, 11), (3, 14), (8, 4), (10, 4), (9, 6), (11, 3), (8, 10), (10, 7), (1, 4), (11, 12), (1, 13), (2, 12)])"
5,4,1,0.07415342330932617,1.182560920715332,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(1, 3), (1, 2), (0, 3), (0, 4)])"
5,2,6,0.05743551254272461,0.20831584930419922,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(3, 4), (1, 4)])"
6,3,1,0.04596829414367676,0.1323566436767578,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 3), (3, 4), (1, 4)])"
6,5,8,0.11738157272338867,0.4402341842651367,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 4), (0, 3), (1, 4), (2, 3), (2, 5)])"
7,10,1,0.06004643440246582,0.19191551208496094,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(0, 1), (0, 4), (1, 5), (1, 4), (0, 2), (2, 6), (5, 6), (0, 5), (1, 3), (3, 5)])"
7,7,12,0.24197745323181152,0.7867183685302734,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(0, 1), (2, 4), (1, 2), (0, 4), (4, 5), (5, 6), (2, 5)])"
8,8,1,0.04947781562805176,0.18134117126464844,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (1, 4), (5, 7), (2, 6), (0, 5), (3, 6), (1, 6), (3, 5)])"
8,11,16,0.4488687515258789,1.4449024200439453,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(1, 2), (0, 4), (2, 7), (1, 5), (3, 7), (5, 7), (2, 3), (6, 7), (1, 7), (3, 6), (1, 6)])"
9,10,1,0.058028221130371094,0.19190406799316406,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (1, 2), (0, 4), (8, 4), (0, 6), (2, 3), (6, 7), (1, 6), (2, 5), (3, 5)])"
9,10,23,0.4527468681335449,1.8187646865844727,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 1), (0, 7), (4, 6), (5, 7), (8, 3), (2, 6), (5, 6), (8, 6), (3, 6), (3, 5)])"
10,17,1,0.0682365894317627,0.24111461639404297,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(0, 1), (2, 4), (0, 4), (8, 4), (9, 3), (8, 1), (0, 3), (9, 2), (5, 7), (0, 6), (2, 6), (5, 6), (8, 6), (3, 6), (9, 7), (4, 7), (9, 4)])"
10,17,32,1.101762056350708,4.238327980041504,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(0, 4), (3, 4), (8, 7), (0, 3), (8, 0), (0, 6), (2, 3), (6, 7), (0, 2), (8, 3), (4, 5), (0, 5), (0, 8), (2, 5), (1, 3), (4, 7), (9, 4)])"
11,17,1,0.06697583198547363,0.2403564453125,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(0, 1), (1, 2), (9, 1), (9, 4), (9, 6), (0, 3), (4, 6), (8, 10), (2, 3), (4, 7), (8, 3), (6, 7), (8, 9), (1, 6), (2, 5), (1, 9), (8, 2)])"
11,15,46,1.4226269721984863,5.329327583312988,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(0, 7), (2, 4), (1, 2), (0, 4), (2, 7), (8, 1), (9, 3), (2, 10), (10, 7), (1, 4), (8, 5), (4, 5), (10, 3), (4, 7), (10, 2)])"
12,25,1,0.08932805061340332,0.33786773681640625,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(3, 7), (9, 2), (8, 0), (8, 3), (10, 6), (11, 5), (1, 6), (0, 8), (1, 9), (8, 2), (9, 1), (8, 5), (0, 1), (11, 7), (2, 4), (10, 5), (1, 5), (1, 11), (3, 5), (10, 4), (0, 3), (10, 7), (0, 6), (2, 3), (1, 10)])"
12,23,64,3.4890196323394775,11.191064834594727,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(5, 7), (8, 0), (0, 2), (8, 9), (10, 6), (0, 8), (2, 5), (1, 9), (5, 6), (9, 1), (11, 4), (8, 11), (9, 4), (0, 1), (10, 2), (10, 11), (2, 7), (2, 10), (8, 1), (9, 6), (0, 3), (1, 4), (2, 6)])"
13,27,1,0.08755850791931152,0.32918739318847656,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(3, 4), (0, 5), (10, 3), (9, 11), (2, 5), (10, 12), (0, 11), (5, 6), (3, 6), (9, 7), (11, 4), (11, 7), (1, 2), (10, 11), (0, 10), (2, 7), (4, 7), (8, 4), (8, 1), (10, 4), (9, 12), (0, 9), (0, 6), (2, 3), (11, 6), (11, 12), (1, 10)])"
13,29,91,10.286571502685547,19.756486892700195,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]) -- (Edges: [(3, 4), (3, 7), (8, 0), (0, 2), (0, 5), (10, 3), (11, 5), (1, 6), (0, 8), (8, 6), (8, 12), (0, 11), (1, 12), (12, 6), (9, 7), (8, 5), (10, 2), (0, 1), (0, 7), (2, 4), (0, 10), (2, 10), (9, 3), (8, 7), (10, 4), (9, 12), (1, 4), (2, 6), (1, 10)])"
14,29,1,0.10835385322570801,0.3465442657470703,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(12, 4), (3, 7), (4, 6), (4, 12), (8, 9), (0, 5), (8, 6), (4, 5), (12, 6), (5, 6), (9, 4), (0, 1), (0, 7), (10, 5), (1, 2), (0, 4), (13, 7), (1, 11), (0, 13), (12, 5), (4, 7), (9, 3), (0, 3), (8, 10), (0, 6), (0, 12), (1, 13), (2, 12), (13, 6)])"
14,32,128,57.99551010131836,30.529869079589844,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]) -- (Edges: [(3, 4), (3, 7), (12, 13), (3, 13), (9, 5), (9, 11), (2, 5), (2, 11), (8, 2), (9, 7), (8, 5), (8, 11), (11, 7), (0, 4), (2, 7), (1, 5), (13, 7), (11, 13), (12, 5), (4, 13), (8, 1), (8, 7), (9, 12), (8, 10), (1, 4), (0, 6), (0, 12), (11, 6), (1, 7), (1, 13), (10, 13), (1, 10)])"
15,36,1,0.13657832145690918,0.3977212905883789,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(12, 4), (4, 12), (9, 2), (5, 13), (3, 13), (8, 9), (10, 6), (9, 14), (10, 3), (11, 14), (13, 5), (10, 12), (1, 12), (6, 14), (14, 6), (4, 14), (3, 6), (3, 12), (8, 11), (0, 1), (11, 7), (10, 11), (0, 4), (0, 10), (13, 7), (0, 13), (12, 14), (3, 14), (4, 13), (9, 3), (8, 1), (8, 7), (1, 4), (0, 12), (2, 3), (8, 13)])"
15,34,182,12.339184045791626,45.990803718566895,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]) -- (Edges: [(14, 7), (8, 0), (3, 13), (8, 3), (8, 9), (0, 8), (2, 5), (0, 14), (4, 5), (3, 12), (8, 2), (8, 5), (8, 11), (11, 7), (1, 2), (0, 4), (13, 7), (1, 11), (11, 13), (12, 5), (4, 7), (3, 5), (3, 14), (8, 4), (4, 13), (8, 7), (9, 6), (9, 12), (10, 7), (10, 13), (0, 12), (1, 13), (2, 6), (2, 12)])"
5,3,1,0.08143854141235352,1.1718435287475586,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 3), (2, 4), (0, 4)])"
5,3,6,0.06835007667541504,0.2638673782348633,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 3), (1, 2), (3, 4)])"
6,5,1,0.05099773406982422,0.15126419067382812,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (2, 4), (0, 3), (1, 4), (4, 5)])"
6,3,8,0.18718957901000977,0.5659952163696289,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 5), (0, 4), (3, 5)])"
7,8,1,0.048227787017822266,0.1789083480834961,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(1, 2), (1, 5), (0, 6), (2, 3), (2, 6), (0, 5), (2, 5), (3, 5)])"
7,4,12,0.19077491760253906,0.4967374801635742,"(Vertices: [0, 1, 2, 3, 4, 5, 6]) -- (Edges: [(4, 5), (0, 3), (3, 5), (0, 5)])"
8,8,1,0.048906564712524414,0.1798572540283203,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(0, 1), (1, 5), (0, 3), (4, 6), (2, 3), (0, 2), (5, 6), (4, 7)])"
8,8,16,0.2683742046356201,1.0963830947875977,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7]) -- (Edges: [(1, 4), (2, 3), (6, 7), (1, 7), (0, 5), (1, 6), (2, 5), (3, 5)])"
9,13,1,0.06386041641235352,0.2100210189819336,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 4), (2, 7), (8, 7), (3, 7), (8, 0), (0, 6), (4, 5), (5, 6), (1, 6), (0, 8), (2, 5), (8, 5), (8, 2)])"
9,12,23,0.559535026550293,2.1829071044921875,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8]) -- (Edges: [(0, 7), (2, 4), (1, 2), (8, 4), (2, 7), (8, 1), (1, 5), (4, 6), (0, 6), (0, 2), (8, 2), (1, 3)])"
10,10,1,0.05497550964355469,0.1932973861694336,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(0, 7), (3, 4), (8, 5), (1, 7), (3, 6), (1, 6), (2, 5), (4, 7), (3, 5), (8, 2)])"
10,16,32,1.0630741119384766,4.038654327392578,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]) -- (Edges: [(0, 1), (0, 7), (9, 6), (0, 3), (9, 2), (0, 6), (6, 7), (1, 7), (2, 6), (5, 6), (8, 6), (3, 6), (1, 6), (2, 5), (1, 3), (8, 2)])"
11,18,1,0.07542967796325684,0.2518949508666992,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(3, 4), (8, 1), (10, 4), (0, 3), (8, 0), (10, 3), (0, 2), (1, 7), (2, 6), (3, 6), (0, 5), (1, 10), (6, 7), (1, 6), (0, 8), (10, 6), (1, 3), (8, 2)])"
11,19,46,1.9585976600646973,6.754256248474121,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) -- (Edges: [(3, 7), (4, 6), (9, 2), (5, 7), (9, 5), (0, 2), (8, 6), (10, 3), (1, 6), (5, 6), (3, 6), (8, 2), (2, 4), (10, 5), (1, 5), (0, 9), (8, 10), (2, 6), (1, 10)])"
12,27,1,0.09888768196105957,0.3266592025756836,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(3, 7), (4, 6), (8, 0), (9, 5), (10, 6), (0, 8), (2, 5), (1, 3), (1, 9), (0, 11), (3, 6), (8, 2), (9, 1), (9, 7), (11, 4), (10, 2), (9, 10), (2, 4), (2, 7), (2, 10), (6, 7), (4, 7), (3, 5), (9, 3), (0, 9), (1, 7), (2, 6)])"
12,22,64,3.3954408168792725,10.73328971862793,"(Vertices: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]) -- (Edges: [(3, 4), (4, 6), (9, 2), (5, 7), (8, 6), (9, 11), (2, 5), (1, 9), (9, 1), (9, 7), (9, 10), (0, 10), (1, 5), (1, 11), (6, 7), (9, 3), (10, 4), (0, 3), (10, 7), (0, 6), (1, 7), (2, 6)])"
