size,edges,time_lumping,kappa,time_iteration,memory (MB),graph
5,4,0.0005870999999999515,1,1.3400000000052259e-05,0.01749420166015625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (0, 2), (0, 3), (1, 4)])"
5,4,0.0005990000000000162,6,3.1899999999973616e-05,0.01749420166015625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (1, 2), (2, 3), (3, 4)])"
5,4,0.0005973999999999702,1,2.1700000000013375e-05,0.01749420166015625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(1, 2), (0, 3), (1, 3), (1, 4)])"
5,3,0.00047260000000015623,6,2.8500000000208914e-05,0.01346588134765625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 3), (0, 4), (3, 4)])"
5,5,0.0005839000000000816,1,1.6800000000039006e-05,0.01743316650390625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 3), (1, 4), (2, 3), (0, 2), (1, 3)])"
5,3,0.000594699999999948,6,3.399999999986747e-05,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (0, 4), (3, 4)])"
5,1,0.0005114999999999981,1,8.999999999925734e-06,0.01163482666015625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(1, 2)])"
5,5,0.0007565999999998851,6,3.310000000000812e-05,0.0142059326171875,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (0, 4), (3, 4), (0, 3), (0, 2)])"
5,3,0.0006481999999998767,1,9.399999999937236e-06,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 2), (1, 2), (2, 4)])"
5,3,0.0005846999999998825,6,3.169999999985684e-05,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (1, 2), (0, 4)])"
5,2,0.0006053999999999782,1,1.0199999999960241e-05,0.01346588134765625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 3), (1, 3)])"
5,4,0.0005961999999999357,6,3.779999999986572e-05,0.01749420166015625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 3), (1, 3), (2, 4), (0, 4)])"
5,3,0.0005654999999999966,1,8.900000000089392e-06,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(1, 2), (0, 3), (0, 4)])"
5,5,0.000603499999999979,6,2.8200000000033754e-05,0.01743316650390625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (2, 4), (3, 4), (1, 4), (1, 3)])"
5,3,0.0006021999999998862,1,1.3099999999877099e-05,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (0, 3), (0, 4)])"
5,3,0.0006399999999999739,6,3.269999999999662e-05,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 3), (1, 2), (3, 4)])"
5,1,0.0005293000000001769,1,7.40000000010177e-06,0.01163482666015625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1)])"
5,2,0.0005428000000000655,6,3.100000000011427e-05,0.01346588134765625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 3), (1, 4)])"
5,5,0.0006311000000001066,1,1.7900000000015126e-05,0.01743316650390625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (3, 4), (0, 3), (2, 3), (1, 3)])"
5,3,0.0005827000000000471,6,3.599999999992498e-05,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (0, 3), (1, 4)])"
5,4,0.0006120000000000569,1,1.2699999999865597e-05,0.01749420166015625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 3), (1, 2), (0, 3), (1, 4)])"
5,1,0.0005070000000000352,6,2.5500000000011624e-05,0.01163482666015625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 3)])"
5,3,0.0009509000000000878,1,1.3799999999841717e-05,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 3), (2, 4), (1, 4)])"
5,6,0.0011427999999999994,6,4.899999999996574e-05,0.0186309814453125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (1, 2), (0, 4), (3, 4), (2, 3), (0, 2)])"
5,3,0.0010216999999999032,1,1.4599999999864721e-05,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (0, 2), (1, 3)])"
5,4,0.001039500000000082,6,4.6400000000001995e-05,0.01749420166015625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (1, 2), (0, 3), (0, 4)])"
5,6,0.0005853000000000108,1,1.1500000000053134e-05,0.0130615234375,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (1, 2), (3, 4), (1, 4), (2, 3), (1, 3)])"
5,1,0.0005481000000000513,6,3.269999999999662e-05,0.01163482666015625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1)])"
5,4,0.0006053999999999782,1,1.3799999999841717e-05,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(1, 2), (0, 3), (0, 4), (3, 4)])"
5,2,0.0005615999999999399,6,2.889999999999837e-05,0.01346588134765625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (0, 3)])"
5,3,0.0005911999999999029,1,1.3599999999946988e-05,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 2), (1, 3), (3, 4)])"
5,3,0.0005106000000001387,6,3.3500000000019625e-05,0.01346588134765625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (0, 2), (1, 2)])"
5,2,0.0006249000000000393,1,1.180000000000625e-05,0.01346588134765625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(1, 3), (3, 4)])"
5,3,0.0005203000000000291,6,2.8000000000139025e-05,0.01346588134765625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(1, 3), (3, 4), (1, 4)])"
5,4,0.000614400000000126,1,1.5199999999992997e-05,0.01749420166015625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (2, 4), (2, 3), (0, 4)])"
5,4,0.0006044999999998968,6,3.2000000000032e-05,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 3), (1, 3), (1, 2), (0, 4)])"
5,5,0.0006187999999998084,1,1.529999999982934e-05,0.01743316650390625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(3, 4), (1, 4), (2, 3), (0, 2), (1, 3)])"
5,1,0.0004971000000000281,6,7.219999999996674e-05,0.01163482666015625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4)])"
5,5,0.0006418000000001367,1,1.2600000000029254e-05,0.01743316650390625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(3, 4), (1, 4), (2, 3), (0, 2), (1, 3)])"
5,6,0.0005142999999998565,6,3.659999999983121e-05,0.01318359375,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (0, 4), (3, 4), (1, 4), (0, 2), (1, 3)])"
5,5,0.000797099999999995,1,1.9899999999850593e-05,0.01895904541015625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (0, 4), (3, 4), (0, 2), (1, 3)])"
5,3,0.0005907999999998914,6,2.959999999996299e-05,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (0, 3), (3, 4)])"
5,3,0.0005944999999998313,1,8.900000000089392e-06,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (2, 3), (3, 4)])"
5,4,0.0005611999999999284,6,3.2599999999938234e-05,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (0, 2), (0, 3), (1, 3)])"
5,5,0.0006227999999999234,1,1.8800000000096517e-05,0.01895904541015625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (0, 4), (0, 3), (2, 3), (1, 3)])"
5,2,0.000551200000000085,6,3.060000000010277e-05,0.01346588134765625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (0, 4)])"
5,3,0.0006155999999999384,1,1.4100000000016877e-05,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 2), (3, 4), (1, 4)])"
5,1,0.0004975999999998759,6,2.6000000000081513e-05,0.01163482666015625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(1, 2)])"
5,4,0.0005773999999998392,1,8.800000000031005e-06,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 3), (1, 3), (1, 2), (0, 4)])"
5,3,0.0005675000000000541,6,3.179999999991523e-05,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 3), (0, 2), (3, 4)])"
5,4,0.0006311999999999429,1,9.199999999820463e-06,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(1, 2), (0, 3), (0, 4), (3, 4)])"
5,7,0.0005942999999999365,6,2.9300000000009874e-05,0.0171661376953125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (1, 2), (0, 4), (0, 3), (1, 4), (2, 3), (0, 2)])"
5,2,0.0005676000000001125,1,9.700000000112396e-06,0.01346588134765625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 4), (1, 4)])"
5,1,0.0004941999999998892,6,2.4999999999941735e-05,0.01163482666015625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 4)])"
5,3,0.0006055999999998729,1,1.819999999996824e-05,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 2), (1, 2), (1, 4)])"
5,3,0.0005683000000000771,6,3.580000000003025e-05,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 3), (0, 2), (1, 2)])"
5,3,0.0005848999999999993,1,9.200000000042508e-06,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 3), (1, 2), (0, 3)])"
5,3,0.0005095999999999989,6,2.6999999999999247e-05,0.01346588134765625,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 2), (0, 4), (2, 4)])"
5,8,0.0006015999999999799,1,1.149999999983109e-05,0.0171661376953125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(0, 1), (1, 2), (0, 4), (3, 4), (1, 4), (2, 3), (0, 2), (1, 3)])"
5,3,0.0005621999999998462,6,2.8699999999881598e-05,0.01453399658203125,"(Vertices: [0, 1, 2, 3, 4]) -- (Edges: [(2, 3), (0, 2), (2, 4)])"
6,2,0.0009249999999998426,1,9.999999999843467e-06,0.01668548583984375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 3), (2, 4)])"
6,5,0.0009913999999999756,8,4.990000000004713e-05,0.02310943603515625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (0, 4), (2, 3), (4, 5), (1, 3)])"
6,6,0.0010150000000002102,1,1.8799999999874473e-05,0.02252197265625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(1, 2), (3, 4), (2, 3), (4, 5), (0, 5), (1, 3)])"
6,2,0.0009022999999999115,8,3.889999999984184e-05,0.01593780517578125,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(3, 5), (1, 4)])"
6,3,0.0010310999999998405,1,1.0999999999983245e-05,0.01982879638671875,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (3, 5), (1, 5)])"
6,1,0.0008277000000000978,8,3.859999999988872e-05,0.0157318115234375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(1, 4)])"
6,4,0.0010292999999998997,1,1.5799999999899228e-05,0.0197601318359375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 4), (3, 4), (1, 4), (1, 5)])"
6,7,0.0009281999999999346,8,3.5199999999901976e-05,0.017242431640625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (1, 2), (3, 4), (1, 5), (0, 2), (4, 5), (1, 3)])"
6,3,0.0009687000000000445,1,1.070000000003013e-05,0.01982879638671875,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 3), (0, 5), (1, 5)])"
6,5,0.0009969000000000783,8,3.129999999984534e-05,0.02310943603515625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (1, 5), (1, 4), (2, 3), (0, 2)])"
6,5,0.0009656000000000109,1,1.3899999999900103e-05,0.0204925537109375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(3, 4), (1, 4), (4, 5), (0, 2), (3, 5)])"
6,4,0.0009969999999999146,8,2.889999999999837e-05,0.0197601318359375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 3), (2, 4), (1, 3), (3, 5)])"
6,3,0.0009160000000001389,1,9.60000000005401e-06,0.01982879638671875,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 3), (0, 2), (1, 2)])"
6,4,0.0009267000000001691,8,3.260000000016028e-05,0.01982879638671875,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 3), (0, 2), (0, 3), (3, 5)])"
6,4,0.001018199999999858,1,1.4500000000028379e-05,0.0197601318359375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(3, 5), (1, 2), (3, 4), (1, 4)])"
6,6,0.0015408999999999562,8,4.979999999998874e-05,0.02252197265625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 4), (0, 4), (3, 4), (1, 5), (0, 2), (4, 5)])"
6,5,0.0017732999999999777,1,2.0699999999873597e-05,0.02310943603515625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (2, 4), (4, 5), (0, 5), (1, 3)])"
6,5,0.0018339999999998913,8,4.8599999999954235e-05,0.02310943603515625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(3, 4), (0, 3), (1, 4), (2, 3), (2, 5)])"
6,5,0.0017473999999999545,1,2.1500000000118646e-05,0.02310943603515625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (2, 4), (0, 4), (3, 4), (0, 5)])"
6,8,0.0012670000000001291,8,3.480000000011252e-05,0.02411651611328125,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 4), (1, 2), (1, 4), (2, 3), (0, 2), (4, 5), (0, 5), (3, 5)])"
6,3,0.0009304999999999453,1,1.3800000000063761e-05,0.01982879638671875,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 3), (2, 4), (3, 5)])"
6,5,0.0008907999999998584,8,3.1200000000009e-05,0.01656341552734375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(1, 2), (3, 4), (0, 3), (1, 4), (0, 2)])"
6,7,0.0010567999999999689,1,1.5300000000051384e-05,0.0239105224609375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (2, 4), (1, 5), (0, 2), (0, 5), (2, 5), (3, 5)])"
6,8,0.0011214999999999975,8,4.070000000000462e-05,0.02199554443359375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (2, 4), (1, 2), (1, 5), (0, 2), (4, 5), (2, 5), (1, 3)])"
6,6,0.001033900000000143,1,1.5300000000051384e-05,0.0228271484375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 4), (3, 4), (1, 5), (0, 3), (2, 3), (0, 2)])"
6,6,0.001051499999999983,8,4.080000000006301e-05,0.0233001708984375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 4), (1, 2), (0, 4), (0, 5), (2, 5), (1, 3)])"
6,6,0.001001600000000158,1,1.4399999999969992e-05,0.02252197265625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 4), (1, 2), (0, 4), (1, 4), (2, 3), (3, 5)])"
6,3,0.000916300000000092,8,4.6099999999826835e-05,0.01982879638671875,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(1, 2), (3, 4), (1, 5)])"
6,6,0.0009996000000001004,1,1.4399999999969992e-05,0.02252197265625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (2, 4), (0, 4), (3, 4), (1, 4), (4, 5)])"
6,3,0.0009440000000000559,8,2.740000000001075e-05,0.01982879638671875,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(1, 2), (0, 3), (2, 4)])"
6,4,0.0010069000000001438,1,1.2300000000076139e-05,0.0197601318359375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(1, 4), (0, 4), (2, 4), (0, 5)])"
6,8,0.001037600000000083,8,4.1100000000016124e-05,0.02199554443359375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (1, 2), (3, 4), (1, 5), (0, 3), (1, 4), (0, 5), (1, 3)])"
6,6,0.0010573000000000388,1,1.4399999999969992e-05,0.0233001708984375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(1, 2), (3, 4), (1, 4), (0, 2), (4, 5), (2, 5)])"
6,3,0.0009479000000001125,8,4.349999999986309e-05,0.01982879638671875,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 2), (1, 2), (1, 3)])"
6,2,0.0009469999999998091,1,2.0200000000025753e-05,0.0159149169921875,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (0, 4)])"
6,5,0.000981100000000179,8,4.249999999994536e-05,0.02310943603515625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 4), (3, 4), (2, 3), (1, 3), (3, 5)])"
6,3,0.0009339999999999904,1,1.3299999999993872e-05,0.01982879638671875,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 3), (0, 3), (3, 5)])"
6,5,0.0010244999999999838,8,3.96000000000285e-05,0.02310943603515625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (1, 4), (0, 2), (2, 5), (3, 5)])"
6,4,0.0009360000000000479,1,1.1599999999889476e-05,0.01982879638671875,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(4, 5), (0, 3), (3, 4), (3, 5)])"
6,7,0.0010247999999999369,8,3.4000000000089514e-05,0.023193359375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (2, 4), (1, 2), (0, 4), (1, 5), (0, 3), (2, 5)])"
6,6,0.0009916999999999287,1,1.3400000000052259e-05,0.0204925537109375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (3, 4), (1, 4), (2, 3), (0, 2), (1, 3)])"
6,6,0.001008299999999851,8,3.4599999999995745e-05,0.0228271484375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (2, 4), (0, 4), (1, 5), (1, 4), (0, 2)])"
6,2,0.0009357999999999311,1,1.1100000000041632e-05,0.0159149169921875,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 3), (2, 4)])"
6,2,0.0009033000000000513,8,2.90999999998931e-05,0.0159149169921875,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (3, 4)])"
6,4,0.001045099999999799,1,1.289999999998237e-05,0.0197601318359375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(0, 1), (1, 2), (0, 3), (0, 4)])"
6,6,0.001021099999999997,8,3.390000000003113e-05,0.0228271484375,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 4), (1, 2), (3, 4), (1, 4), (1, 3), (3, 5)])"
6,6,0.0010933999999998,1,2.5699999999906353e-05,0.02252197265625,"(Vertices: [0, 1, 2, 3, 4, 5]) -- (Edges: [(2, 4), (1, 4), (0, 2), (4, 5), (2, 5), (1, 3)])"
