size,kappa,time_iteration,memory (MB),gate
7,12,0.06997442245483398,0.3751497268676758,Grover over Toffoli with 7 q-bits
8,1,0.04071402549743652,0.14768314361572266,Grover over Toffoli with 8 q-bits
8,16,0.07509493827819824,0.39452648162841797,Grover over Toffoli with 8 q-bits
9,1,0.04166269302368164,0.1441507339477539,Grover over Toffoli with 9 q-bits
9,23,0.10169219970703125,0.5468816757202148,Grover over Toffoli with 9 q-bits
10,1,0.048557281494140625,0.14436054229736328,Grover over Toffoli with 10 q-bits
10,32,0.12652587890625,0.7551546096801758,Grover over Toffoli with 10 q-bits
11,1,0.04023241996765137,0.15105819702148438,Grover over Toffoli with 11 q-bits
11,46,0.18941783905029297,1.0985736846923828,Grover over Toffoli with 11 q-bits
12,1,0.03910422325134277,0.1517963409423828,Grover over Toffoli with 12 q-bits
12,64,0.25380396842956543,1.6616287231445312,Grover over Toffoli with 12 q-bits
13,1,0.04575514793395996,0.1585559844970703,Grover over Toffoli with 13 q-bits
13,91,0.4768249988555908,2.3807783126831055,Grover over Toffoli with 13 q-bits
14,1,0.0446314811706543,0.16231632232666016,Grover over Toffoli with 14 q-bits
14,128,0.6420998573303223,3.436831474304199,Grover over Toffoli with 14 q-bits
15,1,0.05232429504394531,0.17057132720947266,Grover over Toffoli with 15 q-bits
15,182,0.8254096508026123,5.069817543029785,Grover over Toffoli with 15 q-bits
5,1,0.07148408889770508,1.0591497421264648,Grover over Toffoli with 5 q-bits
5,6,0.047805070877075195,0.2121744155883789,Grover over Toffoli with 5 q-bits
6,1,0.03661489486694336,0.1362285614013672,Grover over Toffoli with 6 q-bits
6,8,0.04972243309020996,0.2558279037475586,Grover over Toffoli with 6 q-bits
7,1,0.0375518798828125,0.13646888732910156,Grover over Toffoli with 7 q-bits
7,12,0.0748600959777832,0.37567996978759766,Grover over Toffoli with 7 q-bits
8,1,0.04015970230102539,0.14063167572021484,Grover over Toffoli with 8 q-bits
8,16,0.0742332935333252,0.3920135498046875,Grover over Toffoli with 8 q-bits
9,1,0.03722572326660156,0.14203834533691406,Grover over Toffoli with 9 q-bits
9,23,0.10305500030517578,0.5492067337036133,Grover over Toffoli with 9 q-bits
10,1,0.037522077560424805,0.1432476043701172,Grover over Toffoli with 10 q-bits
10,32,0.12806105613708496,0.7537288665771484,Grover over Toffoli with 10 q-bits
11,1,0.04078531265258789,0.15110206604003906,Grover over Toffoli with 11 q-bits
11,46,0.19404220581054688,1.0966262817382812,Grover over Toffoli with 11 q-bits
12,1,0.03956794738769531,0.15198230743408203,Grover over Toffoli with 12 q-bits
12,64,0.2534773349761963,1.6516714096069336,Grover over Toffoli with 12 q-bits
13,1,0.04160475730895996,0.15462303161621094,Grover over Toffoli with 13 q-bits
13,91,0.4456009864807129,2.3785629272460938,Grover over Toffoli with 13 q-bits
14,1,0.045108795166015625,0.15879535675048828,Grover over Toffoli with 14 q-bits
14,128,0.6210579872131348,3.430466651916504,Grover over Toffoli with 14 q-bits
15,1,0.046152353286743164,0.16640758514404297,Grover over Toffoli with 15 q-bits
15,182,0.7948160171508789,5.071194648742676,Grover over Toffoli with 15 q-bits
5,1,0.07165098190307617,1.0595130920410156,Grover over Toffoli with 5 q-bits
5,6,0.05085468292236328,0.21397876739501953,Grover over Toffoli with 5 q-bits
6,1,0.035033464431762695,0.1413278579711914,Grover over Toffoli with 6 q-bits
6,8,0.05577397346496582,0.25267601013183594,Grover over Toffoli with 6 q-bits
7,1,0.03841853141784668,0.13631153106689453,Grover over Toffoli with 7 q-bits
7,12,0.06414508819580078,0.37670421600341797,Grover over Toffoli with 7 q-bits
8,1,0.036303043365478516,0.14204883575439453,Grover over Toffoli with 8 q-bits
8,16,0.0790097713470459,0.39297962188720703,Grover over Toffoli with 8 q-bits
9,1,0.03964042663574219,0.14183330535888672,Grover over Toffoli with 9 q-bits
9,23,0.10133147239685059,0.5461559295654297,Grover over Toffoli with 9 q-bits
10,1,0.04528403282165527,0.14536190032958984,Grover over Toffoli with 10 q-bits
10,32,0.12933063507080078,0.7521505355834961,Grover over Toffoli with 10 q-bits
11,1,0.04642510414123535,0.15309810638427734,Grover over Toffoli with 11 q-bits
11,46,0.1802515983581543,1.0960493087768555,Grover over Toffoli with 11 q-bits
12,1,0.03865504264831543,0.153778076171875,Grover over Toffoli with 12 q-bits
12,64,0.2677454948425293,1.6619997024536133,Grover over Toffoli with 12 q-bits
13,1,0.03905153274536133,0.15665435791015625,Grover over Toffoli with 13 q-bits
13,91,0.4662811756134033,2.3825111389160156,Grover over Toffoli with 13 q-bits
14,1,0.04718804359436035,0.1616983413696289,Grover over Toffoli with 14 q-bits
14,128,0.6503143310546875,3.4320154190063477,Grover over Toffoli with 14 q-bits
15,1,0.05030632019042969,0.1655416488647461,Grover over Toffoli with 15 q-bits
15,182,0.8566153049468994,5.067808151245117,Grover over Toffoli with 15 q-bits
11,1,0.08852338790893555,1.1056480407714844,Grover over Toffoli with 11 q-bits
11,46,0.11703801155090332,1.1807136535644531,Grover over Toffoli with 11 q-bits
11,1,0.04822587966918945,1.0772275924682617,Grover over Toffoli with 11 q-bits
11,46,0.1257331371307373,1.1755266189575195,Grover over Toffoli with 11 q-bits
11,1,0.05855822563171387,1.078566551208496,Grover over Toffoli with 11 q-bits
11,46,0.12818503379821777,1.1817245483398438,Grover over Toffoli with 11 q-bits
11,1,0.06252026557922363,1.0768117904663086,Grover over Toffoli with 11 q-bits
11,46,0.13432836532592773,1.1741933822631836,Grover over Toffoli with 11 q-bits
11,1,0.06612706184387207,1.077117919921875,Grover over Toffoli with 11 q-bits
11,46,0.12452554702758789,1.1753110885620117,Grover over Toffoli with 11 q-bits
